0,59.481575,10.330425,2.6
1,59.481575,10.330427,2.6
2,59.481571,10.330425,2.6
3,59.481571,10.330424,2.6
4,59.481571,10.330424,2.6
5,59.481571,10.330426,2.6
6,59.481567,10.330436,2.6
7,59.481567,10.330439,2.6
8,59.481564,10.330439,2.6
9,59.481564,10.330443,2.6
10,59.481567,10.330449,2.6
11,59.481571,10.330444,2.6
12,59.481571,10.330445,2.6
13,59.481571,10.330441,2.6
14,59.481571,10.330446,2.6
15,59.481571,10.330455,2.6
16,59.481571,10.330449,2.6
17,59.481571,10.33045,2.6
18,59.481571,10.330445,2.6
19,59.481571,10.330445,2.6
20,59.481575,10.330439,2.6
21,59.481575,10.330437,2.6
22,59.481575,10.330427,2.6
23,59.481579,10.33042,2.6
24,59.481579,10.330417,2.6
0,59.48159,10.330469,2.6
1,59.48159,10.33047,2.6
2,59.481594,10.33047,2.6
3,59.481594,10.330469,2.6
4,59.481594,10.330466,2.6
5,59.48159,10.330461,2.6
6,59.481586,10.330462,2.6
7,59.48159,10.330463,2.6
8,59.48159,10.330463,2.6
9,59.48159,10.330464,2.6
10,59.481594,10.330463,2.6
11,59.481594,10.330463,2.6
12,59.48159,10.330461,2.6
13,59.48159,10.330462,2.6
14,59.481594,10.330465,2.6
15,59.48159,10.33046,2.6
16,59.48159,10.33046,2.6
17,59.48159,10.330456,2.6
18,59.48159,10.330458,2.6
19,59.48159,10.330455,2.6
20,59.48159,10.330454,2.6
21,59.481586,10.330437,2.6
22,59.481583,10.330427,2.6
23,59.481579,10.330396,2.6
24,59.481579,10.330391,2.6
25,59.481579,10.330399,2.6
26,59.481583,10.330412,2.6
27,59.481586,10.330427,2.6
28,59.481583,10.330435,2.6
29,59.481583,10.330438,2.6
30,59.481579,10.33045,2.6
31,59.481579,10.330456,2.5
32,59.481571,10.330461,2.5
33,59.481571,10.330464,2.5
34,59.481567,10.330467,2.5
35,59.48156,10.33047,2.5
36,59.481556,10.330471,2.5
37,59.481548,10.330474,2.6
38,59.481544,10.330477,2.5
39,59.481541,10.33048,2.5
40,59.481537,10.330482,2.4
41,59.481533,10.330484,2.4
42,59.481529,10.330488,2.3
43,59.481525,10.330493,2.3
44,59.481518,10.330505,2.3
45,59.481514,10.330511,2.3
46,59.48151,10.330516,2.4
47,59.481506,10.330519,2.4
48,59.481506,10.330521,2.2
49,59.481503,10.330524,2.5
50,59.481499,10.330528,2.5
51,59.481495,10.330531,2.5
52,59.481487,10.330535,2.5
53,59.48148,10.330544,2.5
54,59.481476,10.330551,2.5
55,59.481472,10.330562,2.4
56,59.481468,10.330573,2.4
57,59.481464,10.330585,2.5
58,59.481472,10.330599,2.5
59,59.481472,10.330601,2.5
60,59.481476,10.330599,2.7
61,59.481483,10.330595,2.7
62,59.481487,10.330592,2.7
63,59.481495,10.330588,2.7
64,59.481499,10.330585,2.6
65,59.481514,10.330579,2.6
66,59.481518,10.330575,2.5
67,59.481525,10.330569,2.4
68,59.481529,10.330564,2.4
69,59.481537,10.33056,2.5
70,59.481541,10.330558,2.6
71,59.481552,10.33055,2.6
72,59.48156,10.330544,2.6
73,59.481564,10.330539,2.4
74,59.481571,10.330534,2.4
75,59.481575,10.33053,2.3
76,59.481583,10.330526,2.2
77,59.481586,10.330523,2.3
78,59.481602,10.330514,2.4
79,59.481606,10.330509,2.5
80,59.481613,10.330503,2.5
81,59.481617,10.330498,2.5
82,59.481621,10.330491,2.5
83,59.481628,10.330484,2.5
84,59.481632,10.330479,2.6
85,59.481636,10.330471,2.5
86,59.481644,10.330463,2.5
87,59.481655,10.330452,2.5
88,59.481659,10.330449,2.4
89,59.481667,10.330444,2.4
90,59.48167,10.33044,2.2
91,59.481678,10.330435,2.2
92,59.481686,10.330431,2.3
93,59.481689,10.330426,2.3
94,59.481697,10.330422,2.2
95,59.481705,10.330414,2.1
96,59.481712,10.330409,2.1
97,59.48172,10.330405,2.1
98,59.481724,10.330402,2.2
99,59.481731,10.330399,2.2
