"pos","depth","speed","lat","lng"
"125","2.5","3.3975999999999997","59.4806872","10.330609100000002"
"126","2.6","3.4573","59.4806835","10.330610200000002"
"127","2.6","3.514","59.4806799","10.330610500000002"
"128","2.6","3.5757","59.4806761","10.330610000000002"
"129","2.4","0.0383","59.480672799999994","10.330608900000001"
"130","2.3","0.0962","59.4806695","10.330606800000002"
"131","2.2","0.1794","59.480666299999996","10.3306041"
"132","2.1","0.2323","59.4806633","10.3306009"
"133","2.1","0.2848","59.480660300000004","10.3305973"
"134","2.2","0.314","59.4806576","10.330593400000001"
"135","2.1","0.36310000000000003","59.480655","10.330588700000002"
"136","2.1","0.426","59.4806528","10.330583600000002"
"137","2.4","0.49700000000000005","59.48065090000001","10.330578100000002"
"138","2.4","0.5582","59.480649500000006","10.330571900000002"
"139","2.4","0.6606000000000001","59.4806489","10.330565100000001"
"140","2.3","0.8016","59.48064840000001","10.330558600000002"
"141","2.3","0.8140000000000001","59.48064840000001","10.330552000000003"
"142","2.3","0.9","59.480649","10.330545400000002"
"143","2.3","1.0012999999999999","59.480649799999995","10.330539100000001"
"144","2.3","1.0402","59.480651","10.330532900000001"
"145","2.4","1.1083","59.4806526","10.330526900000002"
"146","2.4","1.1765999999999999","59.480655","10.3305219"
"147","2.4","1.3334000000000001","59.4806575","10.330517100000002"
"148","2.5","1.3568","59.4806605","10.330513200000002"
"149","2.3","1.4652","59.4806641","10.330509900000001"
"150","2.3","1.55","59.480667399999994","10.330508300000002"
"151","2.3","1.6615","59.4806711","10.330507200000001"
"152","2.3","1.714","59.4806748","10.330506300000001"
"153","2.3","1.7294999999999998","59.4806783","10.330506300000001"
"154","2.5","1.8","59.480681600000004","10.330507500000001"
"155","2.4","1.9047999999999998","59.480685","10.330509700000002"
"156","2.4","1.9822","59.4806883","10.330512300000002"
"157","2.5","2.0184","59.4806908","10.330516200000002"
"158","2.4","2.1843","59.4806935","10.330521400000002"
"159","2.4","2.2441","59.4806958","10.330527000000002"
"160","2.5","2.3108","59.4806979","10.330533100000002"
"161","2.5","2.3590999999999998","59.4806993","10.330539800000002"
"162","2.5","2.4766999999999997","59.4807","10.330546400000001"
"163","2.5","2.5822000000000003","59.480699900000005","10.3305526"
"164","2.5","2.7182","59.4806996","10.330558900000002"
"165","2.4","2.7535000000000003","59.4806987","10.330565500000002"
"166","2.5","2.8501","59.480697299999996","10.3305716"
"167","0.2","2.9427999999999996","59.480695499999996","10.330576800000001"
"168","2.7","3.0423","59.4806932","10.330581800000001"
"169","2.7","3.1212","59.480691","10.330586000000002"
"170","2.7","3.1584","59.4806879","10.330589500000002"
"171","2.5","3.3013","59.4806849","10.3305935"
"172","2.5","3.2585","59.480681399999995","10.330596400000001"
"173","2.5","3.3714999999999997","59.480678000000005","10.330598600000002"
"174","2.4","3.4177999999999997","59.4806745","10.330600200000001"
"175","2.3","3.4691","59.480670999999994","10.330601300000001"
"176","2.3","3.5092000000000003","59.4806673","10.330602000000003"
"177","2.11","3.545","59.480664000000004","10.330601500000002"
"178","2.1","0.0441","59.480660199999996","10.3306"
"179","2.2","0.11349999999999999","59.480656700000004","10.3305976"
"180","2.3","0.1923","59.480653399999994","10.330594400000003"
"181","2.3","0.2626","59.4806504","10.330590700000002"
"182","2.4","0.321","59.4806476","10.330586400000001"
"183","2.4","0.38","59.4806449","10.330581400000002"
"184","2.4","0.4329","59.4806428","10.330576200000001"
"185","2.3","0.5155","59.480640900000004","10.330570200000002"
"186","2.3","0.581","59.480639599999996","10.330563300000001"
"187","2.2","0.6968000000000001","59.4806386","10.330556900000001"
"188","2.1","0.7293000000000001","59.4806376","10.330549800000002"
"189","2.1","0.7452","59.4806372","10.330542800000002"
"190","2.0","0.8359000000000001","59.4806375","10.330536100000002"
"191","1.9","0.9503","59.4806386","10.3305298"
"192","1.9","1.0894","59.4806406","10.3305234"
"193","2.0","1.2156","59.4806418","10.330517800000003"
"194","2.1","1.1284","59.4806435","10.330512900000002"
"195","2.1","1.2429000000000001","59.4806454","10.330508700000003"
"196","2.4","1.3165","59.480647700000006","10.330504800000002"
"197","2.4","1.3921999999999999","59.480650600000004","10.330501400000001"
"198","2.5","1.4919","59.480654200000004","10.330498500000001"
"199","2.5","1.5772","59.4806575","10.3304965"
"200","2.5","1.6287","59.480661299999994","10.330495700000002"
"201","2.5","1.7389","59.4806651","10.330495400000002"
"202","2.5","1.777","59.4806686","10.330495800000001"
"203","2.5","1.8333000000000002","59.480672","10.330497700000002"
"204","2.4","1.9587","59.4806749","10.330500500000001"
"205","2.4","2.0616","59.4806774","10.330504600000001"
"206","2.5","2.1984","59.4806794","10.330509300000001"
"207","2.5","2.3009","59.48068120000001","10.3305143"
"208","2.5","2.3471","59.4806829","10.330520200000002"
"209","2.4","2.4047","59.4806842","10.330526200000001"
"210","2.4","2.4693","59.48068550000001","10.330532000000002"
"211","2.4","2.4622","59.4806861","10.3305383"
"212","2.4","2.594","59.4806861","10.330544700000003"
"213","2.4","2.7","59.4806853","10.330551300000002"
"214","2.4","2.8339999999999996","59.4806845","10.330558000000002"
"215","2.3","2.8320999999999996","59.4806831","10.330564400000002"
"216","2.4","2.9326999999999996","59.4806818","10.330570200000002"
"217","2.4","2.9377999999999997","59.4806801","10.330575600000001"
"218","2.4","3.0175","59.4806784","10.330580400000002"
"219","2.2","3.0485","59.4806759","10.330585000000001"
"220","2.2","3.1689","59.480673","10.330588900000002"
"221","2.2","3.2562","59.4806695","10.330592100000002"
"222","2.3","3.3506","59.4806657","10.330594500000002"
"223","2.3","3.4219","59.4806623","10.330596300000002"
"224","2.2","3.4493","59.480658500000004","10.330597000000003"
"225","2.3","3.5465","59.48065450000001","10.330597200000001"
"226","2.3","3.5854000000000004","59.4806508","10.330596500000002"
"227","2.4","0.055","59.4806472","10.330595500000001"
"228","2.4","0.08039999999999999","59.4806436","10.330593400000001"
"229","2.4","0.1653","59.4806403","10.330590500000001"
"230","2.3","0.2409","59.4806376","10.330586700000001"
"231","2.2","0.35600000000000004","59.4806351","10.330582100000003"
"232","2.0","0.4311","59.4806327","10.330577300000002"
"233","1.8","0.4549","59.4806306","10.330572000000002"
"234","1.7","0.5207999999999999","59.480629400000005","10.3305672"
"235","1.5","0.6383","59.4806284","10.330563900000001"
"236","1.5","0.5922","59.4806281","10.330561200000002"
"237","1.3","0.7768","59.480626699999995","10.330559500000001"
"238","1.3","0.317","59.480625999999994","10.330558000000002"
"239","1.3","0.4747","59.4806246","10.330557100000002"
"240","1.2","0.18109999999999998","59.4806244","10.330557700000002"
"241","1.3","3.0324","59.4806243","10.330558000000002"
"242","1.3","3.0324","59.4806191","10.330556900000001"
"243","1.2","0.061399999999999996","59.480619600000004","10.330555500000001"
"244","1.3","1.2507","59.48061919999999","10.330555400000001"
